,NUMERO CLIENTE,Cuatrimestre,N° Factura,SKU,Cantidad,Precio Unitario,Tipo cbio. Prom.Mes,Kilos,USD TC Prom.Mes,Rubro,Provincia,Condición de pago,Devoluciones,Kilos_Promedio,Kilos_Maximo,Kilos_Minimo,Frecuencia,USD/Ton,Indice devoluciones,Target
29841,1271.0,8,27,7,365232.0,34.810037037037034,58.33418888888892,129706.85723499996,195016.8002692,Productos agricolas y frescos,Tucumán,60.0,0,4803.957675370369,11335.6041,429.97119,3,1528.2630391320781,0.0,0
29842,1271.0,9,27,7,365232.0,34.810037037037034,58.33418888888892,129706.85723499996,195016.8002692,Productos agricolas y frescos,Tucumán,60.0,0,4803.957675370369,11335.6041,429.97119,3,1528.2630391320781,0.0,0
29843,1271.0,10,22,6,270882.0,36.605281818181815,58.75939090909092,101032.13583499998,149623.8568912,Productos agricolas y frescos,Tucumán,60.0,0,4592.369810681817,11335.6041,429.97119,2,1514.5856263837757,0.0,0
29844,1271.0,11,4,4,54830.0,39.5828,59.7453,22531.087865,30836.374410000004,Productos agricolas y frescos,Tucumán,60.0,0,5632.77196625,6912.89928,3669.048725,1,1361.1553777151332,0.0,0
29845,1271.0,13,4,4,38450.0,39.890924999999996,65.76385,17931.5225,23401.278361,Productos agricolas y frescos,Tucumán,60.0,0,4482.880625,7786.9321,2076.646,1,1292.7640451155048,0.0,0
29846,1271.0,14,4,4,38450.0,39.890924999999996,65.76385,17931.5225,23401.278361,Productos agricolas y frescos,Tucumán,60.0,0,4482.880625,7786.9321,2076.646,1,1292.7640451155048,0.0,0
29847,1271.0,15,4,4,38450.0,39.890924999999996,65.76385,17931.5225,23401.278361,Productos agricolas y frescos,Tucumán,60.0,0,4482.880625,7786.9321,2076.646,1,1292.7640451155048,0.0,0
29848,1271.0,16,4,4,38450.0,39.890924999999996,65.76385,17931.5225,23401.278361,Productos agricolas y frescos,Tucumán,60.0,0,4482.880625,7786.9321,2076.646,1,1292.7640451155048,0.0,0
29849,1271.0,18,27,8,205308.0,33.75072592592592,75.20360000000004,63290.94292599999,90542.53666140001,Productos agricolas y frescos,Tucumán,60.0,2,2344.108997259259,6437.9403,-1558.975733,1,1418.7127567765754,0.07407407407407407,0
29850,1271.0,19,39,9,335598.0,35.4511923076923,75.9361230769231,110684.449757,156568.90913169997,Productos agricolas y frescos,Tucumán,60.0,2,2838.062814282051,9985.29896,-1558.975733,2,1412.235874647358,0.05128205128205128,0
29851,1271.0,20,41,10,349548.0,35.82024878048781,76.13148780487808,116959.08573199999,164535.35830469994,Productos agricolas y frescos,Tucumán,60.0,2,2852.660627609756,9985.29896,-1558.975733,3,1405.5292215990355,0.04878048780487805,0
29858,1272.0,1,9,1,86315.0,28.862511111111107,41.5121,46858.1348,59803.01742920001,Productos agricolas y frescos,Tucumán,60.0,0,5206.459422222222,8599.1178,716.5932,1,1280.7391396181806,0.0,0
29859,1272.0,2,19,3,175760.0,286.90992631578945,43.283257894736835,97052.05139999998,130889.04866910001,Productos agricolas y frescos,Tucumán,60.0,0,5108.002705263157,10748.8973,716.5932,2,1857.9956167910962,0.0,0
29860,1272.0,3,34,3,304315.0,303.53574999999995,43.480658823529424,172028.11119999998,229171.4157391,Productos agricolas y frescos,Tucumán,60.0,0,5059.650329411765,10748.8973,636.2707,3,1866.5573821502087,0.0,0
29861,1272.0,4,43,3,425607.0,345.73317441860456,43.2921488372093,242613.2871,321700.0301121,Productos agricolas y frescos,Tucumán,60.0,0,5642.16946744186,11465.4904,636.2707,4,1970.9451874351353,0.0,0
29862,1272.0,5,34,3,339292.0,429.61070294117644,43.763338235294086,195755.15230000002,261897.01268289998,Productos agricolas y frescos,Tucumán,60.0,0,5757.504479411765,11465.4904,636.2707,3,2153.6467883278588,0.0,0
29863,1272.0,6,24,3,249847.0,392.30157916666667,43.29918750000001,145561.2357,190810.981443,Productos agricolas y frescos,Tucumán,60.0,0,6065.0514875,11465.4904,636.2707,2,2060.3635975283337,0.0,0
29864,1272.0,7,9,3,121292.0,505.1456666666667,42.57999999999999,70585.1759,92528.614373,Productos agricolas y frescos,Tucumán,60.0,0,7842.797322222223,11465.4904,1153.8404,1,2365.299118511526,0.0,0
29866,1272.0,14,20,5,220160.0,389.01335,67.63017249999999,102040.238913,148849.88799919997,Productos agricolas y frescos,Tucumán,60.0,0,5102.01194565,11348.5725,504.381,2,1912.7726627601874,0.0,0
29867,1272.0,15,22,5,221580.0,682.0262363636364,67.80401136363635,103679.658187,164001.10596579997,Productos agricolas y frescos,Tucumán,60.0,0,4712.711735772727,11348.5725,485.57888,3,2372.7350347579077,0.0,0
29868,1272.0,16,22,5,221580.0,682.0262363636364,67.80401136363635,103679.658187,164001.10596579997,Productos agricolas y frescos,Tucumán,60.0,0,4712.711735772727,11348.5725,485.57888,3,2372.7350347579077,0.0,0
29869,1272.0,17,21,5,221440.0,381.8536761904762,67.90116190476189,102525.81778699999,149129.8507058,Productos agricolas y frescos,Tucumán,60.0,0,4882.181799380952,11348.5725,485.57888,2,1871.9850127980774,0.0,0
29879,1273.0,1,2,1,19665.0,24.304000000000002,41.5121,7329.4248,11398.365053000001,Productos agricolas y frescos,San Juan,60.0,0,3664.7124,6658.5392,670.8856,1,1570.8224540694303,0.0,0
29880,1273.0,2,5,1,39210.0,24.92672,43.53122,14614.1238,22436.625376,Productos agricolas y frescos,San Juan,60.0,0,2922.82476,6658.5392,670.8856,2,1537.3777753006675,0.0,0
29881,1273.0,3,8,2,65610.0,25.0018375,43.606025,24738.159399999997,37463.953545,Productos agricolas y frescos,San Juan,60.0,0,3092.2699249999996,6658.5392,670.8856,3,1517.8001743969676,0.0,0
29882,1273.0,4,8,2,65610.0,25.0018375,43.606025,24738.159399999997,37463.953545,Productos agricolas y frescos,San Juan,60.0,0,3092.2699249999996,6658.5392,670.8856,3,1517.8001743969676,0.0,0
29883,1273.0,5,12,2,79530.0,28.19848333333333,48.447714284999996,30520.309087,46398.232024000004,Productos agricolas y frescos,San Juan,60.0,0,2543.3590905833335,6373.4128,997.92528,3,1491.6144877416807,0.0,0
29884,1273.0,6,10,2,66585.0,29.662599999999998,50.320397142000004,25979.904587,39365.771575,Productos agricolas y frescos,San Juan,60.0,0,2597.9904587,6373.4128,997.92528,3,1481.3812828184775,0.0,0
29885,1273.0,7,7,2,40185.0,31.606414285714287,53.14455306,15855.868987,24338.443406000002,Productos agricolas y frescos,San Juan,60.0,0,2265.124141,4025.31336,997.92528,2,1479.7571870731958,0.0,0
29886,1273.0,8,7,2,40185.0,31.606414285714287,53.14455306,15855.868987,24338.443406000002,Productos agricolas y frescos,San Juan,60.0,0,2265.124141,4025.31336,997.92528,2,1479.7571870731958,0.0,0
29887,1273.0,9,1,1,6600.0,34.2698,56.4633,2744.2945,4005.799874,Productos agricolas y frescos,San Juan,60.0,0,2744.2945,2744.2945,2744.2945,1,1459.682943649087,0.0,0
29888,1273.0,14,2,1,25200.0,36.4041,67.7284,11263.898519999999,13540.812274,Productos agricolas y frescos,San Juan,60.0,0,5631.949259999999,8260.192248,3003.706272,1,1202.5171939890424,0.0,0
29889,1273.0,15,2,1,25200.0,36.4041,67.7284,11263.898519999999,13540.812274,Productos agricolas y frescos,San Juan,60.0,0,5631.949259999999,8260.192248,3003.706272,1,1202.5171939890424,0.0,0
29890,1273.0,16,2,1,25200.0,36.4041,67.7284,11263.898519999999,13540.812274,Productos agricolas y frescos,San Juan,60.0,0,5631.949259999999,8260.192248,3003.706272,1,1202.5171939890424,0.0,0
29891,1273.0,17,2,1,25200.0,36.4041,67.7284,11263.898519999999,13540.812274,Productos agricolas y frescos,San Juan,60.0,0,5631.949259999999,8260.192248,3003.706272,1,1202.5171939890424,0.0,0
29892,1273.0,19,1,1,10080.0,41.8932,77.5843,3947.916672,5442.89837,Productos agricolas y frescos,San Juan,60.0,0,3947.916672,3947.916672,3947.916672,1,1378.6761024119205,0.0,0
29893,1273.0,20,2,2,13440.0,45.67295,78.7627,5408.517408,7521.442073,Productos agricolas y frescos,San Juan,60.0,0,2704.258704,3947.916672,1460.600736,2,1400.8753152129257,0.0,0
29907,1274.0,1,2,1,28560.0,48.551249999999996,41.5121,20286.122300000003,33382.60893,Productos agricolas y frescos,Corrientes,60.0,0,10143.061150000001,11592.0699,8694.0524,1,1646.5877332997313,0.0,0
29908,1274.0,2,13,4,108440.0,41.970038461538465,44.35957692307692,66935.5583,106500.90437740002,Productos agricolas y frescos,Corrientes,60.0,0,5148.8891,11592.0699,483.0029,2,1584.9294618806334,0.0,0
29909,1274.0,3,19,7,173040.0,43.474331578947364,44.1609842105263,112820.8349,175026.90486940002,Productos agricolas y frescos,Corrientes,60.0,0,5937.938678947368,11592.0699,483.0029,3,1559.5417242169754,0.0,0
29910,1274.0,4,25,9,230270.0,40.951747999999995,43.781547999999994,143737.9362,220937.97039340003,Productos agricolas y frescos,Corrientes,60.0,0,5749.517448,11592.0699,483.0029,4,1542.2297586598752,0.0,0
29911,1274.0,5,32,10,257700.0,35.98279999999999,46.40116741031252,143148.84724600005,217241.13160480006,Productos agricolas y frescos,Corrientes,60.0,0,4473.4014764375015,11592.0699,439.450416,4,1510.1662778547702,0.0,0
29912,1274.0,6,21,9,177820.0,33.473409523809515,47.19938367285712,96499.411246,144122.83615740004,Productos agricolas y frescos,Corrientes,60.0,0,4595.210059333333,11592.0699,439.450416,3,1476.8768263573265,0.0,0
29913,1274.0,7,15,7,113220.0,28.169320000000006,48.586857141999985,50614.134646,75596.8356654,Productos agricolas y frescos,Corrientes,60.0,0,3374.2756430666664,10626.0641,439.450416,2,1465.8135731886375,0.0,0
29914,1274.0,8,9,5,55990.0,24.973155555555554,52.59142857,19697.033346,29685.7701414,Productos agricolas y frescos,Corrientes,60.0,0,2188.559260666667,5699.971935,439.450416,1,1451.4169323839135,0.0,0
29915,1274.0,13,1,1,16320.0,65.86,65.76385,11203.1382,16343.86065,Productos agricolas y frescos,Corrientes,60.0,0,11203.1382,11203.1382,11203.1382,1,1458.864503697723,0.0,0
29916,1274.0,14,4,2,34680.0,83.7275,67.2372625,25216.105464,36680.788733,Productos agricolas y frescos,Corrientes,60.0,0,6304.026366,11203.1382,2809.829088,2,1450.8664835606028,0.0,0
29917,1274.0,15,4,2,34680.0,83.7275,67.2372625,25216.105464,36680.788733,Productos agricolas y frescos,Corrientes,60.0,0,6304.026366,11203.1382,2809.829088,2,1450.8664835606028,0.0,0
29918,1274.0,16,6,2,51000.0,79.815,68.65134166666667,36419.243642,53088.805013000005,Productos agricolas y frescos,Corrientes,60.0,0,6069.873940333334,11203.1382,933.594848,3,1456.2905067175589,0.0,0
29919,1274.0,17,7,2,67320.0,79.7242857142857,70.39145714285713,47622.381802,69038.496703,Productos agricolas y frescos,Corrientes,60.0,0,6803.197400285715,11203.13818,933.594848,3,1451.6319643401341,0.0,0
29920,1274.0,18,4,1,48960.0,72.255,72.38875,33609.414538000005,48701.56862,Productos agricolas y frescos,Corrientes,60.0,0,8402.353634500001,11203.13818,933.594848,2,1454.2055799590626,0.0,0
29921,1274.0,19,5,1,48940.0,73.354,73.42786,33595.68520200001,48681.52590517,Productos agricolas y frescos,Corrientes,60.0,0,6719.137040400002,11203.13818,-13.729336,3,1454.2055799590626,0.0,0
29922,1274.0,20,5,2,32469.0,79.24042857142857,77.70638571428572,22288.819042400002,32124.766613122996,Productos agricolas y frescos,Corrientes,60.0,0,3184.117006057143,11203.13818,-46.6797424,3,1441.2726068866536,0.0,0
29931,1275.0,1,6,3,66785.0,27.466916666666666,41.5121,35241.7724,46627.652176,Productos agricolas y frescos,Buenos Aires,60.0,0,5873.628733333334,11592.0699,3028.2905,1,1273.5753090956828,0.0,0
29932,1275.0,2,18,7,156328.0,27.239355555555562,43.75556666666667,84360.966,111759.2505564,Productos agricolas y frescos,Buenos Aires,60.0,0,4686.720333333334,11933.0131,-2617.5736,2,1269.798743936321,0.0,0
29933,1275.0,3,26,9,238288.0,27.69039615384616,43.74791538461538,123427.30500000002,164539.98811640003,Productos agricolas y frescos,Buenos Aires,60.0,0,4747.204038461539,11933.0131,-2617.5736,3,1292.2225481740343,0.0,0
29934,1275.0,4,30,9,280262.0,27.962643333333336,43.59219333333332,146123.06240000002,195102.60929840003,Productos agricolas y frescos,Buenos Aires,60.0,0,4870.7687466666675,11933.0131,-2617.5736,4,1295.8184116187992,0.0,0
29935,1275.0,5,25,9,214845.0,28.737512000000002,44.45138514279999,111852.97821120001,149628.8424924,Productos agricolas y frescos,Buenos Aires,60.0,0,4474.119128448,11933.0131,-2617.5736,4,1296.8661610540012,0.0,0
29936,1275.0,6,20,6,197137.0,30.310415,48.4000064285,93765.7292112,123413.86694400001,Productos agricolas y frescos,Buenos Aires,60.0,0,4688.28646056,11168.732,483.0029,4,1294.2393831288969,0.0,0
29937,1275.0,7,16,4,142043.0,32.051587500000004,53.269733035625,66572.5358686,84749.9530086,Productos agricolas y frescos,Buenos Aires,60.0,0,4160.7834917875,11168.732,591.8757372,4,1256.2892879317835,0.0,0
29938,1275.0,8,12,4,100069.0,32.8247,56.832977380833334,43876.778468599994,54187.3318266,Productos agricolas y frescos,Buenos Aires,60.0,0,3656.3982057166663,6576.3971,591.8757372,3,1235.6215311928513,0.0,0
29939,1275.0,9,11,3,98701.0,31.776036363636365,57.21857272727272,42905.09025739999,53033.4464566,Productos agricolas y frescos,Buenos Aires,60.0,0,3900.4627506727265,6576.3971,591.8757372,2,1239.9956901262967,0.0,0
29940,1275.0,10,4,2,26866.0,34.064750000000004,58.5403,11873.1456574,14116.823624599998,Productos agricolas y frescos,Buenos Aires,60.0,0,2968.28641435,5863.954063,591.8757372,1,1233.706500441001,0.0,0
29941,1275.0,13,4,4,42011.0,45.883024999999996,65.76385,24176.0124,31994.790602,Productos agricolas y frescos,Buenos Aires,60.0,0,6044.0031,11592.0699,2370.9906,1,1300.144046815375,0.0,0
29942,1275.0,14,12,6,84517.0,60.51362500000001,67.07354999999998,52430.768724,70740.10852350002,Productos agricolas y frescos,Buenos Aires,60.0,0,4369.230727,11592.0699,216.234345,2,1351.2676392644498,0.0,0
29943,1275.0,15,12,6,84517.0,60.51362500000001,67.07354999999998,52430.768724,70740.10852350002,Productos agricolas y frescos,Buenos Aires,60.0,0,4369.230727,11592.0699,216.234345,2,1351.2676392644498,0.0,0
29944,1275.0,16,17,6,126317.0,65.5368411764706,68.36941764705881,85066.78258200001,117319.7387695,Productos agricolas y frescos,Buenos Aires,60.0,0,5003.928387176471,11592.0699,216.234345,3,1365.302738059936,0.0,0
29945,1275.0,17,15,4,91142.0,74.40941333333333,69.72138,67533.178608,95718.5425352,Productos agricolas y frescos,Buenos Aires,60.0,0,4502.2119072000005,10743.9736,216.234345,3,1395.746961913973,0.0,0
29946,1275.0,18,8,2,58756.0,86.204525,72.39963750000001,49366.337834,72600.1250537,Productos agricolas y frescos,Buenos Aires,60.0,0,6170.79222925,10247.40829,426.17904,3,1433.8300304097734,0.0,0
29947,1275.0,19,8,2,58756.0,86.204525,72.39963750000001,49366.337834,72600.1250537,Productos agricolas y frescos,Buenos Aires,60.0,0,6170.79222925,10247.40829,426.17904,3,1433.8300304097734,0.0,0
29948,1275.0,20,3,2,16956.0,100.5578,73.9332,16730.323976,26020.4948077,Productos agricolas y frescos,Buenos Aires,60.0,0,5576.774658666666,10087.91555,426.17904,2,1491.9017891442247,0.0,0
29955,1276.0,1,1,1,19800.0,44.8086,41.5121,12454.1941,21372.32951,Productos agricolas y frescos,Mendoza,0.0,0,12454.1941,12454.1941,12454.1941,1,1716.074869107749,0.0,0
29956,1276.0,2,1,1,19800.0,44.8086,41.5121,12454.1941,21372.32951,Productos agricolas y frescos,Mendoza,0.0,0,12454.1941,12454.1941,12454.1941,1,1716.074869107749,0.0,0
29957,1276.0,3,1,1,19800.0,44.8086,41.5121,12454.1941,21372.32951,Productos agricolas y frescos,Mendoza,0.0,0,12454.1941,12454.1941,12454.1941,1,1716.074869107749,0.0,0
29958,1276.0,4,1,1,19800.0,44.8086,41.5121,12454.1941,21372.32951,Productos agricolas y frescos,Mendoza,0.0,0,12454.1941,12454.1941,12454.1941,1,1716.074869107749,0.0,0
29959,1276.0,7,4,1,39580.0,56.653800000000004,58.5403,24895.8081265,38255.0632597,Productos agricolas y frescos,Mendoza,0.0,0,6223.952031625,9026.145695,418.2848005,1,1538.5927343131727,0.0,1
29960,1276.0,8,4,1,39580.0,56.653800000000004,58.5403,24895.8081265,38255.0632597,Productos agricolas y frescos,Mendoza,0.0,0,6223.952031625,9026.145695,418.2848005,1,1538.5927343131727,0.0,1
29961,1276.0,9,4,1,39580.0,56.653800000000004,58.5403,24895.8081265,38255.0632597,Productos agricolas y frescos,Mendoza,0.0,0,6223.952031625,9026.145695,418.2848005,1,1538.5927343131727,0.0,1
29962,1276.0,10,4,1,39580.0,56.653800000000004,58.5403,24895.8081265,38255.0632597,Productos agricolas y frescos,Mendoza,0.0,0,6223.952031625,9026.145695,418.2848005,1,1538.5927343131727,0.0,1
29972,1277.0,1,19,3,204035.0,29.39406315789474,41.512100000000004,99413.18840000001,138556.1641048,Productos agricolas y frescos,Tucumán,60.0,0,5232.273073684211,9473.3632,716.5932,1,1464.2113547143701,0.0,0
29973,1277.0,2,31,6,347814.0,31.03780645161291,42.81475806451615,169272.43850000005,242910.66002413002,Productos agricolas y frescos,Tucumán,60.0,1,5460.401241935486,12725.4132,-22.8007,2,1515.1731697328994,0.03225806451612903,0
29974,1277.0,3,63,6,677314.0,28.610298412698416,43.27999841269846,330124.39730000007,441608.9122818301,Productos agricolas y frescos,Tucumán,60.0,1,5240.069798412699,12725.4132,-22.8007,3,1384.535562441647,0.015873015873015872,0
29975,1277.0,4,92,9,900692.0,28.946852173913047,43.05934673913044,438762.2426,578789.6093262301,Productos agricolas y frescos,Tucumán,60.0,1,4769.154810869565,12725.4132,-8599.1178,4,1363.4973016681097,0.010869565217391304,0
29976,1277.0,5,75,9,715642.0,28.818720000000006,43.705504761866656,349655.509496,450482.1067364301,Productos agricolas y frescos,Tucumán,60.0,1,4662.073459946667,12725.4132,-8599.1178,4,1326.6670700711932,0.013333333333333334,0
29977,1277.0,6,63,8,571863.0,27.900304761904756,43.48230566888886,279796.25939600007,346127.6108170999,Productos agricolas y frescos,Tucumán,60.0,0,4441.2104666031755,12089.1425,-8599.1178,3,1276.800814634622,0.0,0
29978,1277.0,7,31,6,242363.0,29.594916129032264,43.225898617419354,118944.300596,147429.35855940005,Productos agricolas y frescos,Tucumán,60.0,0,3836.9129224516128,12089.1425,-8599.1178,2,1293.0634452867864,0.0,0
29979,1277.0,8,2,1,18985.0,28.3904,52.59142857,10306.455296,10248.661515,Productos agricolas y frescos,Tucumán,60.0,0,5153.227648,5616.027392,4690.427904,1,994.3924681185797,0.0,0
29980,1277.0,13,31,4,345802.0,40.12843870967743,65.76385000000003,165467.22029999996,207857.91964429998,Productos agricolas y frescos,Tucumán,60.0,0,5337.652267741934,10956.275,586.3035,1,1250.7901821301105,0.0,0
29981,1277.0,14,57,7,616627.0,41.08943157894738,66.6599605263158,294504.15310899995,377691.79227920005,Productos agricolas y frescos,Tucumán,60.0,0,5166.7395282280695,11356.0893,535.734432,2,1291.9232365525295,0.0,0
29982,1277.0,15,101,8,1040636.0,43.94729108910893,67.91567673267338,499643.2759488001,636383.4100506,Productos agricolas y frescos,Tucumán,60.0,0,4946.963128205942,11726.06976,199.7830525,3,1300.5660392026791,0.0,0
29983,1277.0,16,104,8,1055566.0,43.87198076923078,68.01847932692318,506054.8326518001,644710.1290400999,Productos agricolas y frescos,Tucumán,60.0,0,4865.911852421155,11726.06976,199.7830525,4,1299.463222411177,0.0,0
29984,1277.0,17,81,7,817659.0,45.275491358024695,69.40279629629626,393869.39195080014,501856.81361879985,Productos agricolas y frescos,Tucumán,60.0,0,4862.585085812348,11726.06976,199.7830525,4,1312.5636209005493,0.0,1
29985,1277.0,18,55,4,546834.0,46.71270545454546,70.19432909090904,264832.4591418,332022.9409838999,Productos agricolas y frescos,Tucumán,60.0,0,4815.13562076,11726.06976,199.7830525,3,1299.1368082815234,0.0,1
29986,1277.0,19,11,2,122825.0,42.96545454545455,72.80204545454545,59693.336301999996,73331.32321249999,Productos agricolas y frescos,Tucumán,60.0,0,5426.6669365454545,11628.35251,586.303488,2,1248.634452682492,0.0,1
29987,1277.0,20,8,2,107895.0,43.5763,73.298,53281.779599,65004.604223,Productos agricolas y frescos,Tucumán,60.0,0,6660.222449875,11628.35251,1172.606976,1,1243.4967260269507,0.0,1
30012,1279.0,1,1,1,10722.0,38.709,41.5121,4233.3019,9997.998174,Productos agricolas y frescos,San Juan,0.0,0,4233.3019,4233.3019,4233.3019,1,2361.7493885801055,0.0,1
30013,1279.0,2,1,1,10722.0,38.709,41.5121,4233.3019,9997.998174,Productos agricolas y frescos,San Juan,0.0,0,4233.3019,4233.3019,4233.3019,1,2361.7493885801055,0.0,1
30014,1279.0,3,1,1,10722.0,38.709,41.5121,4233.3019,9997.998174,Productos agricolas y frescos,San Juan,0.0,0,4233.3019,4233.3019,4233.3019,1,2361.7493885801055,0.0,1
30015,1279.0,4,1,1,10722.0,38.709,41.5121,4233.3019,9997.998174,Productos agricolas y frescos,San Juan,0.0,0,4233.3019,4233.3019,4233.3019,1,2361.7493885801055,0.0,1
30020,1280.0,1,5,3,79200.0,25.887099999999997,41.5121,39390.631,49945.608626,Productos agricolas y frescos,Tucumán,60.0,0,7878.126200000001,11471.7973,2242.7777,1,1322.8458027688412,0.0,0
30021,1280.0,2,14,4,207856.0,28.419549999999997,43.675442857142855,103009.5576,133755.1443842,Productos agricolas y frescos,Tucumán,60.0,0,7357.825542857143,13001.3702,764.7865,2,1359.5857207910465,0.0,0
30022,1280.0,3,21,4,286832.0,27.75047619047619,43.69386190476189,142299.9363,181188.81135720003,Productos agricolas y frescos,Tucumán,60.0,0,6776.187442857143,13001.3702,764.7865,3,1311.6802683685903,0.0,1
30023,1280.0,4,21,4,286832.0,27.75047619047619,43.69386190476189,142299.9363,181188.81135720003,Productos agricolas y frescos,Tucumán,60.0,0,6776.187442857143,13001.3702,764.7865,3,1311.6802683685903,0.0,1
30024,1280.0,5,16,4,207632.0,28.332781250000004,44.37566249999999,102909.3053,131243.2027312,Productos agricolas y frescos,Tucumán,60.0,0,6431.83158125,13001.3702,764.7865,2,1308.191038868512,0.0,1
30025,1280.0,6,7,2,78976.0,26.41232857142857,43.730700000000006,39290.3787,47433.666973,Productos agricolas y frescos,Tucumán,60.0,0,5612.911242857143,11446.3044,3059.1459,1,1215.8693635236789,0.0,1
30026,1281.0,1,2,2,32382.0,27.072400000000002,41.5121,17160.9167,21730.132902999998,Productos agricolas y frescos,Tucumán,60.0,0,8580.45835,12629.0534,4531.8633,1,1314.5785084293475,0.0,0
30027,1281.0,2,4,3,43182.0,26.146,43.1947,21700.3457,27802.305693999995,Productos agricolas y frescos,Tucumán,60.0,0,5425.086425,12629.0534,1513.143,2,1325.793247723549,0.0,0
30028,1281.0,3,14,6,145114.0,27.54599285714286,43.57755714285714,72079.9907,94065.40552699998,Productos agricolas y frescos,Tucumán,60.0,0,5148.570764285714,12629.0534,1513.143,3,1349.2394793213605,0.0,0
30029,1281.0,4,16,6,166824.0,27.23024375,43.4528625,82998.261,106826.50651299999,Productos agricolas y frescos,Tucumán,60.0,0,5187.3913125,12629.0534,1513.143,4,1329.1337566373595,0.0,0
30030,1281.0,5,14,6,134442.0,27.252792857142854,43.7301142857143,65837.3443,85096.37361,Productos agricolas y frescos,Tucumán,60.0,0,4702.66745,12425.5854,1513.143,3,1331.2130778099329,0.0,0
30031,1281.0,6,12,6,123642.0,27.591658333333328,43.53891666666667,61297.91530000001,79024.200819,Productos agricolas y frescos,Tucumán,60.0,0,5108.159608333334,12425.5854,2048.5359,2,1330.24725960863,0.0,0
30032,1281.0,7,2,2,21710.0,25.02,42.58,10918.2703,12761.100986,Productos agricolas y frescos,Tucumán,60.0,0,5459.13515,6378.8413,4539.429,1,1188.393697849353,0.0,0
30033,1281.0,13,4,3,37534.0,39.2959,65.76385,18350.746199999998,22118.030346,Productos agricolas y frescos,Tucumán,60.0,0,4587.686549999999,4665.5243,4526.8195,1,1205.1036152307902,0.0,0
30034,1281.0,14,8,5,68836.0,40.467825000000005,66.74612499999999,33883.830818,40991.511928,Productos agricolas y frescos,Tucumán,60.0,0,4235.47885225,5666.257344,2315.326464,2,1202.4659136334183,0.0,0
30035,1281.0,15,15,6,108349.0,42.04974666666667,68.05105333333334,52575.381135,66705.541786,Productos agricolas y frescos,Tucumán,60.0,0,3505.0254090000003,5666.257344,2093.18115,3,1270.4526492454288,0.0,0
30036,1281.0,16,18,6,125479.0,41.738722222222215,68.62246111111112,60650.082180000005,76428.555938,Productos agricolas y frescos,Tucumán,60.0,0,3369.4490100000003,5666.257344,1946.109105,4,1265.646400919431,0.0,1
30037,1281.0,17,14,6,87945.0,42.43667142857142,69.43920714285716,42299.33598000001,54310.525592,Productos agricolas y frescos,Tucumán,60.0,0,3021.3811414285724,5666.257344,1946.109105,3,1282.944339687614,0.0,1
30038,1281.0,18,10,5,56643.0,42.75544000000001,70.12353,26766.251362000003,35437.04401,Productos agricolas y frescos,Tucumán,60.0,0,2676.6251362000003,3983.413939,1946.109105,2,1316.1907907482412,0.0,1
30039,1281.0,19,3,3,17130.0,40.183600000000006,71.4795,8074.701045,9723.014152,Productos agricolas y frescos,Tucumán,60.0,0,2691.567015,3858.87744,1946.109105,1,1241.6151592894423,0.0,1
30040,1282.0,1,3,2,1281.0,291.84999999999997,41.5121,5847.8006000000005,9771.3401638,Productos agricolas y frescos,Mendoza,60.0,0,1949.2668666666668,4756.1207,363.8933,1,1644.9548330302994,0.0,0
30045,1282.0,13,2,2,1696.0,579.60175,65.76385,7404.7024,11549.213740000001,Productos agricolas y frescos,Mendoza,60.0,0,3702.3512,5905.5165,1499.1859,1,1544.668458419586,0.0,0
30056,1283.0,1,2,6,34111.0,12.74615,41.51209999999999,14314.7138,15682.174836785998,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,2044.9591142857141,4840.6101,0.0,1,1316.9275704135707,0.0,0
30057,1283.0,2,2,6,34111.0,12.74615,41.51209999999999,14314.7138,15682.174836785998,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,2044.9591142857141,4840.6101,0.0,1,1316.9275704135707,0.0,0
30058,1283.0,3,2,6,34111.0,12.74615,41.51209999999999,14314.7138,15682.174836785998,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,2044.9591142857141,4840.6101,0.0,1,1316.9275704135707,0.0,0
30059,1283.0,4,5,8,45536.0,11.636117857142859,42.19860714285715,22153.1807,23377.082538845007,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,1165.9568789473685,4840.6101,-4251.4999,2,1180.5742457827146,0.0,0
30060,1283.0,5,3,4,11425.0,11.019433333333332,42.580000000000005,7838.466899999999,7694.907702058996,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,653.205575,4251.4999,-4251.4999,1,1066.946475257001,0.0,0
30061,1283.0,6,3,4,11425.0,11.019433333333332,42.580000000000005,7838.466899999999,7694.907702058996,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,653.205575,4251.4999,-4251.4999,1,1066.946475257001,0.0,0
30062,1283.0,7,5,6,42551.0,12.10741,48.96412000000003,26361.007496000002,25310.260886236993,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,1098.3753123333333,9873.110016,-4251.4999,2,1112.4561327622994,0.0,0
30063,1283.0,8,2,5,31126.0,13.739375,58.5403,18522.540596000003,17615.353184178,Prod plast/vidrio/metal/caucho,Exportación,0.0,0,1543.545049666667,9873.110016,0.0,1,1157.9657902675974,0.0,0
